run_id,name,dataset,no_fl,dp,local,aggregation_type,partition_type,n_clients,learning_rate,batch_size,epochs,noise_multiplier,l2_norm_clip,clipping,epsilon,export_path,target_split,num_targets,targets_seed,targets,recon_base_mean_score,recon_base_median_score,recon_base_mean_dist,recon_hard_mean_score,recon_hard_median_score,recon_hard_mean_dist,recon_base_detail,recon_hard_detail,status,error
20260406_171230_d8b03f4b,cifar10_fl_dp_local_leaky,cifar10,,True,True,regular,iid,10,0.001,16,50,,1.0,,5.0,cifar10_cifar10_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260406_171230_d8b03f4b.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",,,,,,,,,failed,"Command failed rc=1
--- OUTPUT TAIL ---
2026-04-06 17:13:51.515638: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:479] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2026-04-06 17:13:51.529415: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:10575] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2026-04-06 17:13:51.529435: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1442] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
[RECON_BASE][DBG] Loading model: /home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/exports_recon/cifar10_cifar10_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260406_171230_d8b03f4b.keras
Traceback (most recent call last):
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/reconstruction_attack_baseline.py"", line 177, in <module>
    main()
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/reconstruction_attack_baseline.py"", line 88, in main
    model = tf.keras.models.load_model(model_path, compile=False)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/venv/lib/python3.11/site-packages/keras/src/saving/saving_api.py"", line 187, in load_model
    raise ValueError(
ValueError: File not found: filepath=/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/exports_recon/cifar10_cifar10_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260406_171230_d8b03f4b.keras. Please ensure the file is an accessible `.keras` zip file."
20260406_171354_654de325,network_centralized_plain,network_monitoring,True,False,,regular,iid,1,0.001,128,30,,,,,network_monitoring_network_centralized_plain_plain_noparams_20260406_171354_654de325.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",,,,,,,,,failed,"Command failed rc=1
--- OUTPUT TAIL ---
2026-04-06 17:41:21.819541: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:9261] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2026-04-06 17:41:21.819570: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:607] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2026-04-06 17:41:21.820602: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1515] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
[RECON_BASE][DBG] Loading model: /home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/exports_recon/network_monitoring_network_centralized_plain_plain_noparams_20260406_171354_654de325.keras
Traceback (most recent call last):
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/reconstruction_attack_baseline.py"", line 177, in <module>
    main()
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/reconstruction_attack_baseline.py"", line 88, in main
    model = tf.keras.models.load_model(model_path, compile=False)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/venv_dp/lib/python3.11/site-packages/keras/src/saving/saving_api.py"", line 262, in load_model
    return legacy_sm_saving_lib.load_model(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/venv_dp/lib/python3.11/site-packages/keras/src/utils/traceback_utils.py"", line 70, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/venv_dp/lib/python3.11/site-packages/keras/src/saving/legacy/save.py"", line 234, in load_model
    raise IOError(
OSError: No file or directory found at /home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/exports_recon/network_monitoring_network_centralized_plain_plain_noparams_20260406_171354_654de325.keras"
20260406_174123_b9a94888,network_centralized_plain_leaky,network_monitoring,True,False,,regular,iid,1,0.001,128,30,,,,,network_monitoring_network_centralized_plain_leaky_plain_noparams_20260406_174123_b9a94888.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",,,,,,,,,failed,"Command failed rc=1
--- OUTPUT TAIL ---
2026-04-06 17:51:47.892238: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:9261] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2026-04-06 17:51:47.892264: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:607] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2026-04-06 17:51:47.893296: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1515] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
[RECON_BASE][DBG] Loading model: /home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/exports_recon/network_monitoring_network_centralized_plain_leaky_plain_noparams_20260406_174123_b9a94888.keras
Traceback (most recent call last):
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/reconstruction_attack_baseline.py"", line 177, in <module>
    main()
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/reconstruction_attack_baseline.py"", line 88, in main
    model = tf.keras.models.load_model(model_path, compile=False)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/venv_dp/lib/python3.11/site-packages/keras/src/saving/saving_api.py"", line 262, in load_model
    return legacy_sm_saving_lib.load_model(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/venv_dp/lib/python3.11/site-packages/keras/src/utils/traceback_utils.py"", line 70, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File ""/home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/venv_dp/lib/python3.11/site-packages/keras/src/saving/legacy/save.py"", line 234, in load_model
    raise IOError(
OSError: No file or directory found at /home/kokin/DP/2025-Kokin-Privacy-Preserving-in-Federated-Learning/attacks/exports_recon/network_monitoring_network_centralized_plain_leaky_plain_noparams_20260406_174123_b9a94888.keras"
20260406_175149_bf571132,network_centralized_dp_leaky,network_monitoring,True,True,,regular,iid,1,0.001,128,30,4.58,1.0,,,network_monitoring_network_centralized_dp_leaky_cdp_nm4.58_clip1.0_20260406_175149_bf571132.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.2661599940531324,0.2649172890807314,2.7586587190628054,0.6789558246256324,0.6550382449171261,0.48384920358657835,"{""dist_to_target"": {""max"": 2.8570210933685303, ""mean"": 2.7586587190628054, ""median"": 2.774764895439148, ""min"": 2.6166248321533203}, ""k"": 10, ""score"": {""max"": 0.276500894178898, ""mean"": 0.2661599940531324, ""median"": 0.2649172890807314, ""min"": 0.25926744391398954}}","{""dist_to_target"": {""max"": 0.6270085573196411, ""mean"": 0.48384920358657835, ""median"": 0.5266948044300079, ""min"": 0.28455033898353577}, ""k"": 10, ""score"": {""max"": 0.7784825317093448, ""mean"": 0.6789558246256324, ""median"": 0.6550382449171261, ""min"": 0.6146249173067752}}",ok,
20260406_182407_090eacf7,network_centralized_dp_leaky,network_monitoring,True,True,,regular,iid,1,0.001,128,30,0.916,1.0,,,network_monitoring_network_centralized_dp_leaky_cdp_nm0.916_clip1.0_20260406_182407_090eacf7.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.21924336693291696,0.22084287625693316,3.5643182039260863,0.6725590583903857,0.6641477303219623,0.489891842007637,"{""dist_to_target"": {""max"": 3.7213521003723145, ""mean"": 3.5643182039260863, ""median"": 3.5281472206115723, ""min"": 3.396263360977173}, ""k"": 10, ""score"": {""max"": 0.22746589953558344, ""mean"": 0.21924336693291696, ""median"": 0.22084287625693316, ""min"": 0.21180373307069014}}","{""dist_to_target"": {""max"": 0.5738610029220581, ""mean"": 0.489891842007637, ""median"": 0.505814254283905, ""min"": 0.39272341132164}, ""k"": 10, ""score"": {""max"": 0.7180176565360089, ""mean"": 0.6725590583903857, ""median"": 0.6641477303219623, ""min"": 0.6353801245112385}}",ok,
20260406_185647_4a7dcc28,network_fl_plain_leaky,network_monitoring,,False,,regular,iid,3,0.001,128,30,,,,,network_monitoring_network_fl_plain_leaky_plain_noparams_20260406_185647_4a7dcc28.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.38656453631612087,0.39768096332893255,1.6205362200737,0.4139204962194811,0.42712920666383186,1.4538567423820496,"{""dist_to_target"": {""max"": 2.630563974380493, ""mean"": 1.6205362200737, ""median"": 1.5148948431015015, ""min"": 1.4312267303466797}, ""k"": 10, ""score"": {""max"": 0.4113149907073477, ""mean"": 0.38656453631612087, ""median"": 0.39768096332893255, ""min"": 0.27543930008026823}}","{""dist_to_target"": {""max"": 2.5109546184539795, ""mean"": 1.4538567423820496, ""median"": 1.341319501399994, ""min"": 1.2506301403045654}, ""k"": 10, ""score"": {""max"": 0.444320007135724, ""mean"": 0.4139204962194811, ""median"": 0.42712920666383186, ""min"": 0.2848228213329462}}",ok,
20260406_193736_657fc05d,network_fl_plain_leaky,network_monitoring,,False,,regular,iid,6,0.001,128,30,,,,,network_monitoring_network_fl_plain_leaky_plain_noparams_20260406_193736_657fc05d.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.39717886070085384,0.39768096332893255,1.5195463180541993,0.49672628393909896,0.4942070335653216,1.0165546119213105,"{""dist_to_target"": {""max"": 1.6206649541854858, ""mean"": 1.5195463180541993, ""median"": 1.5148948431015015, ""min"": 1.4312267303466797}, ""k"": 10, ""score"": {""max"": 0.4113149907073477, ""mean"": 0.39717886070085384, ""median"": 0.39768096332893255, ""min"": 0.3815825439275981}}","{""dist_to_target"": {""max"": 1.1879358291625977, ""mean"": 1.0165546119213105, ""median"": 1.0234474539756775, ""min"": 0.89198237657547}, ""k"": 10, ""score"": {""max"": 0.528546149467852, ""mean"": 0.49672628393909896, ""median"": 0.4942070335653216, ""min"": 0.45705179588504485}}",ok,
20260406_201813_d5082b7c,network_fl_plain_leaky,network_monitoring,,False,,regular,iid,10,0.001,128,30,,,,,network_monitoring_network_fl_plain_leaky_plain_noparams_20260406_201813_d5082b7c.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.49341961462629663,0.49546123793064184,1.0384265422821044,0.5310625336354784,0.5153161874000403,0.8958219051361084,"{""dist_to_target"": {""max"": 1.2569034099578857, ""mean"": 1.0384265422821044, ""median"": 1.0210539400577545, ""min"": 0.8144981861114502}, ""k"": 10, ""score"": {""max"": 0.5511165608509337, ""mean"": 0.49341961462629663, ""median"": 0.49546123793064184, ""min"": 0.4430849789972448}}","{""dist_to_target"": {""max"": 1.1003203392028809, ""mean"": 0.8958219051361084, ""median"": 0.9412786364555359, ""min"": 0.6384825706481934}, ""k"": 10, ""score"": {""max"": 0.6103208040866703, ""mean"": 0.5310625336354784, ""median"": 0.5153161874000403, ""min"": 0.4761178479943315}}",ok,
20260406_205951_4de58f21,network_fl_dp_central_leaky,network_monitoring,,True,False,regular,iid,3,0.001,128,30,4.58,1.0,server,,network_monitoring_network_fl_dp_central_leaky_cdp_nm4.58_clip1.0_20260406_205951_4de58f21.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.7003754232017719,0.6514887541950308,0.4421284407377243,0.3361016749995746,0.34054144589364005,1.9835470199584961,"{""dist_to_target"": {""max"": 0.5798599123954773, ""mean"": 0.4421284407377243, ""median"": 0.5349468886852264, ""min"": 0.24739378690719604}, ""k"": 10, ""score"": {""max"": 0.80167146132691, ""mean"": 0.7003754232017719, ""median"": 0.6514887541950308, ""min"": 0.6329675132295374}}","{""dist_to_target"": {""max"": 2.478253126144409, ""mean"": 1.9835470199584961, ""median"": 1.936500370502472, ""min"": 1.8587133884429932}, ""k"": 10, ""score"": {""max"": 0.34980771561176094, ""mean"": 0.3361016749995746, ""median"": 0.34054144589364005, ""min"": 0.2875006400435511}}",ok,
20260406_214036_c5669404,network_fl_dp_central_leaky,network_monitoring,,True,False,regular,iid,3,0.001,128,30,0.916,1.0,server,,network_monitoring_network_fl_dp_central_leaky_cdp_nm0.916_clip1.0_20260406_214036_c5669404.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.37399772575187695,0.34419813574019553,1.7768854796886444,0.3009547338732517,0.3019115932296038,2.3258921623229982,"{""dist_to_target"": {""max"": 1.9936221837997437, ""mean"": 1.7768854796886444, ""median"": 1.9055606126785278, ""min"": 0.5361712574958801}, ""k"": 10, ""score"": {""max"": 0.6509690863700345, ""mean"": 0.37399772575187695, ""median"": 0.34419813574019553, ""min"": 0.3340434893259377}}","{""dist_to_target"": {""max"": 2.5242340564727783, ""mean"": 2.3258921623229982, ""median"": 2.312946081161499, ""min"": 2.1961510181427}, ""k"": 10, ""score"": {""max"": 0.3128763297865397, ""mean"": 0.3009547338732517, ""median"": 0.3019115932296038, ""min"": 0.28374959891308915}}",ok,
20260406_222122_5f9be7c0,network_fl_dp_central_leaky,network_monitoring,,True,False,regular,iid,6,0.001,128,30,4.58,1.0,server,,network_monitoring_network_fl_dp_central_leaky_cdp_nm4.58_clip1.0_20260406_222122_5f9be7c0.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.25597529614996345,0.25617875738524487,2.908545207977295,0.2884867455682062,0.2893714834141431,2.4683117866516113,"{""dist_to_target"": {""max"": 3.124490737915039, ""mean"": 2.908545207977295, ""median"": 2.9035701751708984, ""min"": 2.7857561111450195}, ""k"": 10, ""score"": {""max"": 0.2641480250288879, ""mean"": 0.25597529614996345, ""median"": 0.25617875738524487, ""min"": 0.24245417520455081}}","{""dist_to_target"": {""max"": 2.6939845085144043, ""mean"": 2.4683117866516113, ""median"": 2.4557793140411377, ""min"": 2.3672797679901123}, ""k"": 10, ""score"": {""max"": 0.2969756209466633, ""mean"": 0.2884867455682062, ""median"": 0.2893714834141431, ""min"": 0.27071039353171683}}",ok,
20260406_230216_47f466a7,network_fl_dp_central_leaky,network_monitoring,,True,False,regular,iid,6,0.001,128,30,0.916,1.0,server,,network_monitoring_network_fl_dp_central_leaky_cdp_nm0.916_clip1.0_20260406_230216_47f466a7.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.28366596360539,0.2774323290535045,2.5323484897613526,0.34942959018405,0.3515942501147509,1.8656931519508362,"{""dist_to_target"": {""max"": 2.6638376712799072, ""mean"": 2.5323484897613526, ""median"": 2.6045202016830444, ""min"": 2.162139415740967}, ""k"": 10, ""score"": {""max"": 0.316241591063965, ""mean"": 0.28366596360539, ""median"": 0.2774323290535045, ""min"": 0.27293785634631157}}","{""dist_to_target"": {""max"": 2.1389317512512207, ""mean"": 1.8656931519508362, ""median"": 1.8441887497901917, ""min"": 1.68537175655365}, ""k"": 10, ""score"": {""max"": 0.37238791893878376, ""mean"": 0.34942959018405, ""median"": 0.3515942501147509, ""min"": 0.31857972050567407}}",ok,
20260406_234304_ca3a1e90,network_fl_dp_central_leaky,network_monitoring,,True,False,regular,iid,10,0.001,128,30,4.58,1.0,server,,network_monitoring_network_fl_dp_central_leaky_cdp_nm4.58_clip1.0_20260406_234304_ca3a1e90.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.29798196652077297,0.25884850517948305,2.6319824755191803,0.30107998089776294,0.29581777964000977,2.3267717242240904,"{""dist_to_target"": {""max"": 2.9048032760620117, ""mean"": 2.6319824755191803, ""median"": 2.8632638454437256, ""min"": 0.5361712574958801}, ""k"": 10, ""score"": {""max"": 0.6509690863700345, ""mean"": 0.29798196652077297, ""median"": 0.25884850517948305, ""min"": 0.2560948476278934}}","{""dist_to_target"": {""max"": 2.4311418533325195, ""mean"": 2.3267717242240904, ""median"": 2.380459427833557, ""min"": 1.9841946363449097}, ""k"": 10, ""score"": {""max"": 0.3350987860580087, ""mean"": 0.30107998089776294, ""median"": 0.29581777964000977, ""min"": 0.2914481658718783}}",ok,
20260407_002433_12dcc59d,network_fl_dp_central_leaky,network_monitoring,,True,False,regular,iid,10,0.001,128,30,0.916,1.0,server,,network_monitoring_network_fl_dp_central_leaky_cdp_nm0.916_clip1.0_20260407_002433_12dcc59d.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.4539011438323376,0.46070153653503343,1.2599417865276337,0.627850425291178,0.6405338168513016,0.600879681110382,"{""dist_to_target"": {""max"": 2.518773317337036, ""mean"": 1.2599417865276337, ""median"": 1.1708073616027832, ""min"": 0.9734979271888733}, ""k"": 10, ""score"": {""max"": 0.5067144921831455, ""mean"": 0.4539011438323376, ""median"": 0.46070153653503343, ""min"": 0.2841899462727504}}","{""dist_to_target"": {""max"": 0.9159556031227112, ""mean"": 0.600879681110382, ""median"": 0.5612387359142303, ""min"": 0.4508196711540222}, ""k"": 10, ""score"": {""max"": 0.6892655371873834, ""mean"": 0.627850425291178, ""median"": 0.6405338168513016, ""min"": 0.5219327621006221}}",ok,
20260407_010549_520472ec,network_fl_dp_local_leaky,network_monitoring,,True,True,regular,iid,3,0.001,128,30,,1.0,,1.0,network_monitoring_network_fl_dp_local_leaky_ldp_eps1.0_clip1.0_20260407_010549_520472ec.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.3865736014149343,0.39768096332893255,1.62041677236557,0.4062469776883908,0.4189373993941398,1.4957820653915406,"{""dist_to_target"": {""max"": 2.6293694972991943, ""mean"": 1.62041677236557, ""median"": 1.5148948431015015, ""min"": 1.4312267303466797}, ""k"": 10, ""score"": {""max"": 0.4113149907073477, ""mean"": 0.3865736014149343, ""median"": 0.39768096332893255, ""min"": 0.2755299510684026}}","{""dist_to_target"": {""max"": 2.495943307876587, ""mean"": 1.4957820653915406, ""median"": 1.387240469455719, ""min"": 1.3082635402679443}, ""k"": 10, ""score"": {""max"": 0.4332260950948086, ""mean"": 0.4062469776883908, ""median"": 0.4189373993941398, ""min"": 0.2860458285312966}}",ok,
20260407_014618_07d21296,network_fl_dp_local_leaky,network_monitoring,,True,True,regular,iid,3,0.001,128,30,,1.0,,5.0,network_monitoring_network_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260407_014618_07d21296.keras,train,10,42,"912,204,2253,2006,1828,1143,839,712,3456,260",0.38550242300330945,0.39768096332893255,1.6350974202156068,0.41339670126443656,0.42595667267786697,1.452226459980011,"{""dist_to_target"": {""max"": 2.7761759757995605, ""mean"": 1.6350974202156068, ""median"": 1.5148948431015015, ""min"": 1.4312267303466797}, ""k"": 10, ""score"": {""max"": 0.4113149907073477, ""mean"": 0.38550242300330945, ""median"": 0.39768096332893255, ""min"": 0.2648181669521537}}","{""dist_to_target"": {""max"": 2.428204298019409, ""mean"": 1.452226459980011, ""median"": 1.3477967381477356, ""min"": 1.2608866691589355}, ""k"": 10, ""score"": {""max"": 0.4423043461846792, ""mean"": 0.41339670126443656, ""median"": 0.42595667267786697, ""min"": 0.2916979016033946}}",ok,
